dataset,seed,method,class_id,first_task,first_recall,final_recall,signed_forgetting,maximum_forgetting
ISIC,1994,A5,1,3,0.5405405405405406,0.5675675675675675,-0.027027027027026973,0.0
ISIC,1994,A5,0,3,0.7954545454545454,0.7727272727272727,0.022727272727272707,0.022727272727272707
ISIC,1994,A5,6,4,0.9230769230769231,0.9230769230769231,0.0,0.0
ISIC,1994,A5,2,4,0.43478260869565216,0.43478260869565216,0.0,0.0
ISIC,1994,A6,3,1,0.975,0.45,0.5249999999999999,0.5249999999999999
ISIC,1994,A6,7,1,0.5833333333333334,0.4583333333333333,0.12500000000000006,0.12500000000000006
ISIC,1994,A6,4,2,0.5121951219512195,0.5365853658536586,-0.024390243902439046,0.04878048780487798
ISIC,1994,A6,5,2,0.4864864864864865,0.4864864864864865,0.0,0.05405405405405406
ISIC,1994,A6,1,3,0.5405405405405406,0.5405405405405406,0.0,0.0
ISIC,1994,A6,0,3,0.7954545454545454,0.7727272727272727,0.022727272727272707,0.022727272727272707
ISIC,1994,A6,6,4,0.9230769230769231,0.9230769230769231,0.0,0.0
ISIC,1994,A6,2,4,0.43478260869565216,0.43478260869565216,0.0,0.0
ISIC,1994,A7,3,1,0.7,0.1,0.6,0.6
ISIC,1994,A7,7,1,0.5833333333333334,0.4583333333333333,0.12500000000000006,0.12500000000000006
ISIC,1994,A7,4,2,0.5365853658536586,0.43902439024390244,0.09756097560975613,0.09756097560975613
ISIC,1994,A7,5,2,0.43243243243243246,0.43243243243243246,0.0,0.0
ISIC,1994,A7,1,3,0.40540540540540543,0.3783783783783784,0.02702702702702703,0.02702702702702703
ISIC,1994,A7,0,3,0.6818181818181818,0.6590909090909091,0.022727272727272707,0.022727272727272707
ISIC,1994,A7,6,4,0.7307692307692307,0.7307692307692307,0.0,0.0
ISIC,1994,A7,2,4,0.2608695652173913,0.2608695652173913,0.0,0.0
ISIC,1994,A8,3,1,0.975,0.45,0.5249999999999999,0.5249999999999999
ISIC,1994,A8,7,1,0.5833333333333334,0.4583333333333333,0.12500000000000006,0.12500000000000006
ISIC,1994,A8,4,2,0.5121951219512195,0.5365853658536586,-0.024390243902439046,0.04878048780487798
ISIC,1994,A8,5,2,0.4864864864864865,0.4864864864864865,0.0,0.05405405405405406
ISIC,1994,A8,1,3,0.5405405405405406,0.5405405405405406,0.0,0.0
ISIC,1994,A8,0,3,0.7954545454545454,0.7727272727272727,0.022727272727272707,0.022727272727272707
ISIC,1994,A8,6,4,0.9230769230769231,0.9230769230769231,0.0,0.0
ISIC,1994,A8,2,4,0.43478260869565216,0.43478260869565216,0.0,0.0
ISIC,1995,P,1,1,0.7837837837837838,0.5135135135135135,0.2702702702702703,0.2702702702702703
ISIC,1995,P,3,1,0.875,0.325,0.55,0.55
ISIC,1995,P,0,2,0.7954545454545454,0.75,0.045454545454545414,0.045454545454545414
ISIC,1995,P,6,2,0.9615384615384616,0.9230769230769231,0.038461538461538436,0.038461538461538436
ISIC,1995,P,4,3,0.5853658536585366,0.5609756097560976,0.024390243902438935,0.024390243902438935
ISIC,1995,P,5,3,0.4864864864864865,0.43243243243243246,0.05405405405405406,0.05405405405405406
ISIC,1995,P,2,4,0.43478260869565216,0.43478260869565216,0.0,0.0
ISIC,1995,P,7,4,0.5,0.5,0.0,0.0
ISIC,1995,A0,1,1,0.8648648648648649,0.5675675675675675,0.29729729729729737,0.29729729729729737
ISIC,1995,A0,3,1,0.85,0.45,0.39999999999999997,0.39999999999999997
ISIC,1995,A0,0,2,0.7954545454545454,0.7727272727272727,0.022727272727272707,0.045454545454545525
ISIC,1995,A0,6,2,0.8846153846153846,0.9230769230769231,-0.03846153846153855,0.0
ISIC,1995,A0,4,3,0.5853658536585366,0.5609756097560976,0.024390243902438935,0.024390243902438935
ISIC,1995,A0,5,3,0.4864864864864865,0.5135135135135135,-0.027027027027026973,0.0
ISIC,1995,A0,2,4,0.4782608695652174,0.4782608695652174,0.0,0.0
ISIC,1995,A0,7,4,0.5833333333333334,0.5833333333333334,0.0,0.0
ISIC,1995,A1,1,1,0.8378378378378378,0.5675675675675675,0.2702702702702703,0.2702702702702703
ISIC,1995,A1,3,1,0.8,0.4,0.4,0.4
ISIC,1995,A1,0,2,0.7954545454545454,0.75,0.045454545454545414,0.09090909090909094
ISIC,1995,A1,6,2,0.9230769230769231,0.9230769230769231,0.0,0.0
ISIC,1995,A1,4,3,0.5609756097560976,0.5365853658536586,0.024390243902439046,0.024390243902439046
ISIC,1995,A1,5,3,0.4864864864864865,0.3783783783783784,0.10810810810810811,0.10810810810810811
ISIC,1995,A1,2,4,0.30434782608695654,0.30434782608695654,0.0,0.0
ISIC,1995,A1,7,4,0.375,0.375,0.0,0.0
ISIC,1995,A2,1,1,0.8378378378378378,0.5405405405405406,0.29729729729729726,0.29729729729729726
ISIC,1995,A2,3,1,0.875,0.5,0.375,0.375
ISIC,1995,A2,0,2,0.7954545454545454,0.7954545454545454,0.0,0.045454545454545525
ISIC,1995,A2,6,2,0.9230769230769231,0.8846153846153846,0.03846153846153855,0.03846153846153855
ISIC,1995,A2,4,3,0.6097560975609756,0.5365853658536586,0.07317073170731703,0.07317073170731703
ISIC,1995,A2,5,3,0.5135135135135135,0.4864864864864865,0.027027027027026973,0.027027027027026973
ISIC,1995,A2,2,4,0.4782608695652174,0.4782608695652174,0.0,0.0
ISIC,1995,A2,7,4,0.5,0.5,0.0,0.0
ISIC,1995,A3,1,1,0.8378378378378378,0.5405405405405406,0.29729729729729726,0.29729729729729726
ISIC,1995,A3,3,1,0.85,0.55,0.29999999999999993,0.29999999999999993
ISIC,1995,A3,0,2,0.7954545454545454,0.7954545454545454,0.0,0.045454545454545525
ISIC,1995,A3,6,2,0.9230769230769231,0.9230769230769231,0.0,0.0
ISIC,1995,A3,4,3,0.5853658536585366,0.5853658536585366,0.0,0.0
ISIC,1995,A3,5,3,0.5135135135135135,0.4864864864864865,0.027027027027026973,0.027027027027026973
ISIC,1995,A3,2,4,0.391304347826087,0.391304347826087,0.0,0.0
ISIC,1995,A3,7,4,0.5,0.5,0.0,0.0
ISIC,1995,A3s,1,1,0.8648648648648649,0.5675675675675675,0.29729729729729737,0.29729729729729737
ISIC,1995,A3s,3,1,0.85,0.575,0.275,0.275
ISIC,1995,A3s,0,2,0.7954545454545454,0.8181818181818182,-0.022727272727272818,0.022727272727272707
ISIC,1995,A3s,6,2,0.8846153846153846,0.9230769230769231,-0.03846153846153855,0.0
ISIC,1995,A3s,4,3,0.6097560975609756,0.5853658536585366,0.024390243902439046,0.024390243902439046
ISIC,1995,A3s,5,3,0.4594594594594595,0.4864864864864865,-0.02702702702702703,0.0
ISIC,1995,A3s,2,4,0.391304347826087,0.391304347826087,0.0,0.0
ISIC,1995,A3s,7,4,0.4583333333333333,0.4583333333333333,0.0,0.0
ISIC,1995,A4,1,1,0.8378378378378378,0.5405405405405406,0.29729729729729726,0.29729729729729726
ISIC,1995,A4,3,1,0.875,0.5,0.375,0.375
ISIC,1995,A4,0,2,0.7954545454545454,0.7954545454545454,0.0,0.045454545454545525
ISIC,1995,A4,6,2,0.9230769230769231,0.8846153846153846,0.03846153846153855,0.03846153846153855
ISIC,1995,A4,4,3,0.6097560975609756,0.5365853658536586,0.07317073170731703,0.07317073170731703
ISIC,1995,A4,5,3,0.5135135135135135,0.4864864864864865,0.027027027027026973,0.027027027027026973
ISIC,1995,A4,2,4,0.4782608695652174,0.4782608695652174,0.0,0.0
ISIC,1995,A4,7,4,0.5,0.5,0.0,0.0
ISIC,1995,A5,1,1,0.8378378378378378,0.5405405405405406,0.29729729729729726,0.29729729729729726
ISIC,1995,A5,3,1,0.875,0.5,0.375,0.375
ISIC,1995,A5,0,2,0.7954545454545454,0.7954545454545454,0.0,0.045454545454545525
ISIC,1995,A5,6,2,0.9230769230769231,0.8846153846153846,0.03846153846153855,0.03846153846153855
ISIC,1995,A5,4,3,0.6097560975609756,0.5365853658536586,0.07317073170731703,0.07317073170731703
ISIC,1995,A5,5,3,0.5135135135135135,0.4864864864864865,0.027027027027026973,0.027027027027026973
ISIC,1995,A5,2,4,0.4782608695652174,0.4782608695652174,0.0,0.0
ISIC,1995,A5,7,4,0.5,0.5,0.0,0.0
ISIC,1995,A6,1,1,0.8378378378378378,0.5405405405405406,0.29729729729729726,0.29729729729729726
ISIC,1995,A6,3,1,0.875,0.5,0.375,0.375
ISIC,1995,A6,0,2,0.7954545454545454,0.7954545454545454,0.0,0.045454545454545525
ISIC,1995,A6,6,2,0.9230769230769231,0.8846153846153846,0.03846153846153855,0.03846153846153855
ISIC,1995,A6,4,3,0.6097560975609756,0.5365853658536586,0.07317073170731703,0.07317073170731703
ISIC,1995,A6,5,3,0.5135135135135135,0.4864864864864865,0.027027027027026973,0.027027027027026973
ISIC,1995,A6,2,4,0.4782608695652174,0.4782608695652174,0.0,0.0
ISIC,1995,A6,7,4,0.5,0.5,0.0,0.0
ISIC,1995,A7,1,1,0.7297297297297297,0.4594594594594595,0.27027027027027023,0.27027027027027023
ISIC,1995,A7,3,1,0.725,0.25,0.475,0.475
ISIC,1995,A7,0,2,0.7272727272727273,0.6818181818181818,0.045454545454545525,0.045454545454545525
ISIC,1995,A7,6,2,0.8461538461538461,0.7692307692307693,0.07692307692307687,0.07692307692307687
ISIC,1995,A7,4,3,0.5365853658536586,0.4634146341463415,0.07317073170731708,0.07317073170731708
ISIC,1995,A7,5,3,0.43243243243243246,0.3783783783783784,0.05405405405405406,0.05405405405405406
ISIC,1995,A7,2,4,0.32608695652173914,0.32608695652173914,0.0,0.0
ISIC,1995,A7,7,4,0.4166666666666667,0.4166666666666667,0.0,0.0
ISIC,1995,A8,1,1,0.8378378378378378,0.5405405405405406,0.29729729729729726,0.29729729729729726
ISIC,1995,A8,3,1,0.875,0.5,0.375,0.375
ISIC,1995,A8,0,2,0.7954545454545454,0.7954545454545454,0.0,0.045454545454545525
ISIC,1995,A8,6,2,0.9230769230769231,0.8846153846153846,0.03846153846153855,0.03846153846153855
ISIC,1995,A8,4,3,0.6097560975609756,0.5121951219512195,0.09756097560975607,0.09756097560975607
ISIC,1995,A8,5,3,0.5135135135135135,0.4864864864864865,0.027027027027026973,0.027027027027026973
ISIC,1995,A8,2,4,0.4782608695652174,0.4782608695652174,0.0,0.0
ISIC,1995,A8,7,4,0.5,0.5,0.0,0.0
HK,1993,P,0,1,1.0,0.7142857142857143,0.2857142857142857,0.2857142857142857
HK,1993,P,4,1,1.0,0.8727272727272727,0.12727272727272732,0.12727272727272732
HK,1993,P,12,2,0.8780487804878049,0.8292682926829268,0.04878048780487809,0.04878048780487809
HK,1993,P,8,2,1.0,0.9738562091503268,0.02614379084967322,0.02614379084967322
HK,1993,P,2,3,1.0,0.8241758241758241,0.17582417582417587,0.17582417582417587
HK,1993,P,11,3,0.6557377049180327,0.22950819672131148,0.42622950819672123,0.42622950819672123
HK,1993,P,17,4,1.0,0.6,0.4,0.4
HK,1993,P,3,4,0.8471337579617835,0.821656050955414,0.02547770700636942,0.04458598726114649
HK,1993,P,21,5,1.0,0.0,1.0,1.0
HK,1993,P,16,5,0.5,0.375,0.125,0.125
HK,1993,P,22,6,0.7619047619047619,0.7619047619047619,0.0,0.0
HK,1993,P,13,6,0.95,0.94375,0.006249999999999978,0.012500000000000067
HK,1993,P,18,7,0.5151515151515151,0.3333333333333333,0.18181818181818182,0.18181818181818182
HK,1993,P,14,7,0.9833333333333333,0.9,0.08333333333333326,0.08333333333333326
HK,1993,P,9,8,0.9878048780487805,0.9878048780487805,0.0,0.0
HK,1993,P,19,8,0.0,0.0,0.0,0.0
HK,1993,P,15,9,0.991869918699187,0.991869918699187,0.0,0.0
HK,1993,P,6,9,0.0,0.0,0.0,0.0
HK,1993,P,5,10,0.0,0.0,0.0,0.0
HK,1993,P,20,10,0.22727272727272727,0.16666666666666666,0.06060606060606061,0.06060606060606061
HK,1993,P,10,11,0.7866666666666666,0.7866666666666666,0.0,0.0
HK,1993,P,7,11,1.0,1.0,0.0,0.0
HK,1993,P,1,11,0.9469026548672567,0.9469026548672567,0.0,0.0
HK,1993,A0,0,1,1.0,0.7142857142857143,0.2857142857142857,0.2857142857142857
HK,1993,A0,4,1,1.0,0.8666666666666667,0.1333333333333333,0.1333333333333333
HK,1993,A0,12,2,0.8780487804878049,0.8292682926829268,0.04878048780487809,0.04878048780487809
HK,1993,A0,8,2,1.0,0.9803921568627451,0.019607843137254943,0.019607843137254943
HK,1993,A0,2,3,1.0,0.8296703296703297,0.17032967032967028,0.17032967032967028
HK,1993,A0,11,3,0.6557377049180327,0.22950819672131148,0.42622950819672123,0.42622950819672123
HK,1993,A0,17,4,1.0,0.6,0.4,0.4
HK,1993,A0,3,4,0.8471337579617835,0.8280254777070064,0.019108280254777066,0.031847133757961776
HK,1993,A0,21,5,1.0,0.0,1.0,1.0
HK,1993,A0,16,5,0.5,0.375,0.125,0.125
HK,1993,A0,22,6,0.7619047619047619,0.7619047619047619,0.0,0.0
HK,1993,A0,13,6,0.95,0.94375,0.006249999999999978,0.012500000000000067
HK,1993,A0,18,7,0.5151515151515151,0.3333333333333333,0.18181818181818182,0.18181818181818182
HK,1993,A0,14,7,0.9833333333333333,0.9,0.08333333333333326,0.08333333333333326
HK,1993,A0,9,8,0.9878048780487805,0.9878048780487805,0.0,0.0
HK,1993,A0,19,8,0.0,0.0,0.0,0.0
HK,1993,A0,15,9,0.991869918699187,0.991869918699187,0.0,0.0
HK,1993,A0,6,9,0.0,0.0,0.0,0.0
HK,1993,A0,5,10,0.0,0.0,0.0,0.0
HK,1993,A0,20,10,0.24242424242424243,0.16666666666666666,0.07575757575757577,0.07575757575757577
HK,1993,A0,10,11,0.7933333333333333,0.7933333333333333,0.0,0.0
HK,1993,A0,7,11,1.0,1.0,0.0,0.0
HK,1993,A0,1,11,0.9469026548672567,0.9469026548672567,0.0,0.0
HK,1993,A1,0,1,1.0,0.42857142857142855,0.5714285714285714,0.5714285714285714
HK,1993,A1,4,1,1.0,0.8424242424242424,0.1575757575757576,0.1575757575757576
HK,1993,A1,12,2,0.7804878048780488,0.7560975609756098,0.024390243902439046,0.024390243902439046
HK,1993,A1,8,2,1.0,0.9673202614379085,0.0326797385620915,0.0326797385620915
HK,1993,A1,2,3,1.0,0.8131868131868132,0.18681318681318682,0.18681318681318682
HK,1993,A1,11,3,0.6721311475409836,0.16393442622950818,0.5081967213114754,0.5081967213114754
HK,1993,A1,17,4,0.8,0.6,0.20000000000000007,0.20000000000000007
HK,1993,A1,3,4,0.7579617834394905,0.7643312101910829,-0.006369426751592355,0.006369426751592355
HK,1993,A1,21,5,1.0,0.0,1.0,1.0
