class_id,dataset,final_recall,first_recall,first_task,maximum_forgetting,method,seed,signed_forgetting
5,ISIC,0.3783783783783784,0.4864864864864865,3,0.10810810810810811,G.V,1993,0.10810810810810811
6,ISIC,0.9230769230769231,0.9230769230769231,3,0.0,G.V,1993,0.0
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.J,1993,0.027027027027026973
6,ISIC,0.8846153846153846,0.9230769230769231,3,0.03846153846153855,G.J,1993,0.03846153846153855
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.J1,1993,0.027027027027026973
6,ISIC,0.8846153846153846,0.9230769230769231,3,0.03846153846153855,G.J1,1993,0.03846153846153855
5,ISIC,0.08108108108108109,0.08108108108108109,3,0.0,G.Z,1993,0.0
6,ISIC,0.11538461538461539,0.11538461538461539,3,0.0,G.Z,1993,0.0
5,ISIC,0.4864864864864865,0.4864864864864865,3,0.0,G.L,1993,0.0
6,ISIC,0.8846153846153846,0.9230769230769231,3,0.03846153846153855,G.L,1993,0.03846153846153855
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.R,1993,0.027027027027026973
6,ISIC,0.8846153846153846,0.9230769230769231,3,0.03846153846153855,G.R,1993,0.03846153846153855
5,ISIC,0.4864864864864865,0.5405405405405406,3,0.05405405405405406,G.R-no-gate,1993,0.05405405405405406
6,ISIC,0.8846153846153846,0.9230769230769231,3,0.03846153846153855,G.R-no-gate,1993,0.03846153846153855
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.R-identity,1993,0.027027027027026973
6,ISIC,0.8846153846153846,0.9230769230769231,3,0.03846153846153855,G.R-identity,1993,0.03846153846153855
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.R-zero-prior,1993,0.027027027027026973
6,ISIC,0.8846153846153846,0.9230769230769231,3,0.03846153846153855,G.R-zero-prior,1993,0.03846153846153855
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,G.L-permute,1993,0.027027027027026973
6,ISIC,0.8846153846153846,0.9230769230769231,3,0.03846153846153855,G.L-permute,1993,0.03846153846153855
5,ISIC,0.02702702702702703,0.02702702702702703,3,0.0,G.template-0,1993,0.0
6,ISIC,0.11538461538461539,0.11538461538461539,3,0.0,G.template-0,1993,0.0
5,ISIC,0.05405405405405406,0.08108108108108109,3,0.02702702702702703,G.template-1,1993,0.02702702702702703
6,ISIC,0.07692307692307693,0.07692307692307693,3,0.0,G.template-1,1993,0.0
5,ISIC,0.43243243243243246,0.4864864864864865,3,0.05405405405405406,P,1993,0.05405405405405406
6,ISIC,0.9230769230769231,0.8846153846153846,3,0.0,P,1993,-0.03846153846153855
5,ISIC,0.4594594594594595,0.5135135135135135,3,0.054054054054054,F,1993,0.054054054054054
6,ISIC,0.8846153846153846,0.9230769230769231,3,0.03846153846153855,F,1993,0.03846153846153855
5,ISIC,0.4864864864864865,0.5135135135135135,3,0.027027027027026973,F2,1993,0.027027027027026973
6,ISIC,0.8846153846153846,0.9230769230769231,3,0.03846153846153855,F2,1993,0.03846153846153855
2,ISIC,0.30434782608695654,0.30434782608695654,4,0.0,G.V,1993,0.0
1,ISIC,0.5675675675675675,0.5675675675675675,4,0.0,G.V,1993,0.0
2,ISIC,0.45652173913043476,0.45652173913043476,4,0.0,G.J,1993,0.0
1,ISIC,0.5405405405405406,0.5405405405405406,4,0.0,G.J,1993,0.0
2,ISIC,0.41304347826086957,0.41304347826086957,4,0.0,G.J1,1993,0.0
1,ISIC,0.5405405405405406,0.5405405405405406,4,0.0,G.J1,1993,0.0
2,ISIC,0.021739130434782608,0.021739130434782608,4,0.0,G.Z,1993,0.0
1,ISIC,0.40540540540540543,0.40540540540540543,4,0.0,G.Z,1993,0.0
2,ISIC,0.41304347826086957,0.41304347826086957,4,0.0,G.L,1993,0.0
1,ISIC,0.5675675675675675,0.5675675675675675,4,0.0,G.L,1993,0.0
2,ISIC,0.45652173913043476,0.45652173913043476,4,0.0,G.R,1993,0.0
1,ISIC,0.5405405405405406,0.5405405405405406,4,0.0,G.R,1993,0.0
2,ISIC,0.4782608695652174,0.4782608695652174,4,0.0,G.R-no-gate,1993,0.0
1,ISIC,0.5405405405405406,0.5405405405405406,4,0.0,G.R-no-gate,1993,0.0
2,ISIC,0.45652173913043476,0.45652173913043476,4,0.0,G.R-identity,1993,0.0
1,ISIC,0.5405405405405406,0.5405405405405406,4,0.0,G.R-identity,1993,0.0
2,ISIC,0.45652173913043476,0.45652173913043476,4,0.0,G.R-zero-prior,1993,0.0
1,ISIC,0.5405405405405406,0.5405405405405406,4,0.0,G.R-zero-prior,1993,0.0
2,ISIC,0.41304347826086957,0.41304347826086957,4,0.0,G.L-permute,1993,0.0
1,ISIC,0.6216216216216216,0.6216216216216216,4,0.0,G.L-permute,1993,0.0
2,ISIC,0.0,0.0,4,0.0,G.template-0,1993,0.0
1,ISIC,0.43243243243243246,0.43243243243243246,4,0.0,G.template-0,1993,0.0
2,ISIC,0.15217391304347827,0.15217391304347827,4,0.0,G.template-1,1993,0.0
1,ISIC,0.32432432432432434,0.32432432432432434,4,0.0,G.template-1,1993,0.0
2,ISIC,0.43478260869565216,0.43478260869565216,4,0.0,P,1993,0.0
1,ISIC,0.5135135135135135,0.5135135135135135,4,0.0,P,1993,0.0
2,ISIC,0.41304347826086957,0.41304347826086957,4,0.0,F,1993,0.0
1,ISIC,0.5405405405405406,0.5405405405405406,4,0.0,F,1993,0.0
2,ISIC,0.41304347826086957,0.41304347826086957,4,0.0,F2,1993,0.0
1,ISIC,0.5135135135135135,0.5135135135135135,4,0.0,F2,1993,0.0
3,ISIC,0.4,0.95,1,0.5499999999999999,G.V,1994,0.5499999999999999
7,ISIC,0.375,0.5833333333333334,1,0.20833333333333337,G.V,1994,0.20833333333333337
3,ISIC,0.6,1.0,1,0.4,G.J,1994,0.4
7,ISIC,0.4166666666666667,0.4583333333333333,1,0.04166666666666663,G.J,1994,0.04166666666666663
3,ISIC,0.45,0.975,1,0.5249999999999999,G.J1,1994,0.5249999999999999
7,ISIC,0.4583333333333333,0.5833333333333334,1,0.12500000000000006,G.J1,1994,0.12500000000000006
3,ISIC,0.45,0.925,1,0.47500000000000003,G.Z,1994,0.47500000000000003
7,ISIC,0.0,0.08333333333333333,1,0.08333333333333333,G.Z,1994,0.08333333333333333
3,ISIC,0.625,1.0,1,0.375,G.L,1994,0.375
7,ISIC,0.4166666666666667,0.4583333333333333,1,0.04166666666666663,G.L,1994,0.04166666666666663
3,ISIC,0.6,1.0,1,0.4,G.R,1994,0.4
7,ISIC,0.4166666666666667,0.4583333333333333,1,0.04166666666666663,G.R,1994,0.04166666666666663
3,ISIC,0.6,1.0,1,0.4,G.R-no-gate,1994,0.4
7,ISIC,0.4166666666666667,0.4583333333333333,1,0.08333333333333331,G.R-no-gate,1994,0.04166666666666663
3,ISIC,0.6,1.0,1,0.4,G.R-identity,1994,0.4
7,ISIC,0.4166666666666667,0.4583333333333333,1,0.04166666666666663,G.R-identity,1994,0.04166666666666663
3,ISIC,0.6,1.0,1,0.4,G.R-zero-prior,1994,0.4
7,ISIC,0.4166666666666667,0.4583333333333333,1,0.04166666666666663,G.R-zero-prior,1994,0.04166666666666663
3,ISIC,0.5,1.0,1,0.5,G.L-permute,1994,0.5
7,ISIC,0.4166666666666667,0.5416666666666666,1,0.12499999999999994,G.L-permute,1994,0.12499999999999994
3,ISIC,0.475,0.95,1,0.475,G.template-0,1994,0.475
7,ISIC,0.0,0.041666666666666664,1,0.041666666666666664,G.template-0,1994,0.041666666666666664
3,ISIC,0.425,0.875,1,0.45,G.template-1,1994,0.45
7,ISIC,0.0,0.125,1,0.125,G.template-1,1994,0.125
3,ISIC,0.325,0.975,1,0.6499999999999999,P,1994,0.6499999999999999
7,ISIC,0.5,0.5416666666666666,1,0.04166666666666663,P,1994,0.04166666666666663
3,ISIC,0.3,0.975,1,0.675,F,1994,0.675
7,ISIC,0.5416666666666666,0.5,1,0.0,F,1994,-0.04166666666666663
3,ISIC,0.275,0.925,1,0.65,F2,1994,0.65
7,ISIC,0.5833333333333334,0.5416666666666666,1,0.0,F2,1994,-0.04166666666666674
4,ISIC,0.5365853658536586,0.6341463414634146,2,0.09756097560975607,G.V,1994,0.09756097560975607
5,ISIC,0.3783783783783784,0.5135135135135135,2,0.1351351351351351,G.V,1994,0.1351351351351351
4,ISIC,0.4634146341463415,0.4878048780487805,2,0.07317073170731708,G.J,1994,0.02439024390243899
5,ISIC,0.43243243243243246,0.4864864864864865,2,0.05405405405405406,G.J,1994,0.05405405405405406
4,ISIC,0.5365853658536586,0.5121951219512195,2,0.04878048780487798,G.J1,1994,-0.024390243902439046
5,ISIC,0.4864864864864865,0.4864864864864865,2,0.05405405405405406,G.J1,1994,0.0
4,ISIC,0.0,0.0,2,0.0,G.Z,1994,0.0
5,ISIC,0.08108108108108109,0.10810810810810811,2,0.02702702702702703,G.Z,1994,0.02702702702702703
4,ISIC,0.5365853658536586,0.4634146341463415,2,0.024390243902439046,G.L,1994,-0.07317073170731708
5,ISIC,0.4594594594594595,0.4594594594594595,2,0.054054054054054,G.L,1994,0.0
4,ISIC,0.4634146341463415,0.4878048780487805,2,0.07317073170731708,G.R,1994,0.02439024390243899
5,ISIC,0.43243243243243246,0.4864864864864865,2,0.05405405405405406,G.R,1994,0.05405405405405406
4,ISIC,0.4634146341463415,0.4878048780487805,2,0.07317073170731708,G.R-no-gate,1994,0.02439024390243899
5,ISIC,0.4594594594594595,0.4864864864864865,2,0.02702702702702703,G.R-no-gate,1994,0.02702702702702703
4,ISIC,0.4634146341463415,0.4878048780487805,2,0.07317073170731708,G.R-identity,1994,0.02439024390243899
5,ISIC,0.43243243243243246,0.4864864864864865,2,0.05405405405405406,G.R-identity,1994,0.05405405405405406
4,ISIC,0.4634146341463415,0.4878048780487805,2,0.07317073170731708,G.R-zero-prior,1994,0.02439024390243899
5,ISIC,0.43243243243243246,0.4864864864864865,2,0.05405405405405406,G.R-zero-prior,1994,0.05405405405405406
4,ISIC,0.5121951219512195,0.4878048780487805,2,0.024390243902439046,G.L-permute,1994,-0.024390243902439046
5,ISIC,0.43243243243243246,0.4864864864864865,2,0.05405405405405406,G.L-permute,1994,0.05405405405405406
4,ISIC,0.0,0.0,2,0.0,G.template-0,1994,0.0
5,ISIC,0.02702702702702703,0.05405405405405406,2,0.02702702702702703,G.template-0,1994,0.02702702702702703
4,ISIC,0.024390243902439025,0.024390243902439025,2,0.0,G.template-1,1994,0.0
5,ISIC,0.05405405405405406,0.10810810810810811,2,0.05405405405405406,G.template-1,1994,0.05405405405405406
4,ISIC,0.5609756097560976,0.5121951219512195,2,0.04878048780487798,P,1994,-0.04878048780487809
5,ISIC,0.43243243243243246,0.5135135135135135,2,0.08108108108108103,P,1994,0.08108108108108103
4,ISIC,0.6097560975609756,0.5609756097560976,2,0.0,F,1994,-0.04878048780487798
5,ISIC,0.4864864864864865,0.5405405405405406,2,0.05405405405405406,F,1994,0.05405405405405406
4,ISIC,0.6097560975609756,0.5609756097560976,2,0.024390243902439046,F2,1994,-0.04878048780487798
5,ISIC,0.5135135135135135,0.5135135135135135,2,0.027027027027027084,F2,1994,0.0
1,ISIC,0.5675675675675675,0.5135135135135135,3,0.0,G.V,1994,-0.05405405405405406
0,ISIC,0.75,0.7954545454545454,3,0.045454545454545414,G.V,1994,0.045454545454545414
1,ISIC,0.5945945945945946,0.5675675675675675,3,0.0,G.J,1994,-0.027027027027027084
0,ISIC,0.7727272727272727,0.7954545454545454,3,0.022727272727272707,G.J,1994,0.022727272727272707
1,ISIC,0.5405405405405406,0.5405405405405406,3,0.0,G.J1,1994,0.0
0,ISIC,0.7727272727272727,0.7954545454545454,3,0.022727272727272707,G.J1,1994,0.022727272727272707
1,ISIC,0.40540540540540543,0.40540540540540543,3,0.0,G.Z,1994,0.0
0,ISIC,0.29545454545454547,0.29545454545454547,3,0.0,G.Z,1994,0.0
1,ISIC,0.5405405405405406,0.5405405405405406,3,0.0,G.L,1994,0.0
0,ISIC,0.7727272727272727,0.7954545454545454,3,0.022727272727272707,G.L,1994,0.022727272727272707
1,ISIC,0.5945945945945946,0.5675675675675675,3,0.0,G.R,1994,-0.027027027027027084
0,ISIC,0.7727272727272727,0.7954545454545454,3,0.022727272727272707,G.R,1994,0.022727272727272707
1,ISIC,0.5675675675675675,0.5675675675675675,3,0.0,G.R-no-gate,1994,0.0
0,ISIC,0.7727272727272727,0.7954545454545454,3,0.022727272727272707,G.R-no-gate,1994,0.022727272727272707
1,ISIC,0.5945945945945946,0.5675675675675675,3,0.0,G.R-identity,1994,-0.027027027027027084
0,ISIC,0.7727272727272727,0.7954545454545454,3,0.022727272727272707,G.R-identity,1994,0.022727272727272707
1,ISIC,0.5945945945945946,0.5675675675675675,3,0.0,G.R-zero-prior,1994,-0.027027027027027084
0,ISIC,0.7727272727272727,0.7954545454545454,3,0.022727272727272707,G.R-zero-prior,1994,0.022727272727272707
1,ISIC,0.5675675675675675,0.6216216216216216,3,0.05405405405405406,G.L-permute,1994,0.05405405405405406
0,ISIC,0.7954545454545454,0.7954545454545454,3,0.0,G.L-permute,1994,0.0
1,ISIC,0.43243243243243246,0.43243243243243246,3,0.0,G.template-0,1994,0.0
0,ISIC,0.25,0.25,3,0.0,G.template-0,1994,0.0
1,ISIC,0.32432432432432434,0.32432432432432434,3,0.0,G.template-1,1994,0.0
0,ISIC,0.4318181818181818,0.4318181818181818,3,0.0,G.template-1,1994,0.0
1,ISIC,0.5135135135135135,0.4864864864864865,3,0.0,P,1994,-0.027027027027026973
0,ISIC,0.75,0.75,3,0.0,P,1994,0.0
1,ISIC,0.5135135135135135,0.4864864864864865,3,0.0,F,1994,-0.027027027027026973
0,ISIC,0.75,0.75,3,0.0,F,1994,0.0
1,ISIC,0.4864864864864865,0.4864864864864865,3,0.0,F2,1994,0.0
0,ISIC,0.75,0.75,3,0.0,F2,1994,0.0
6,ISIC,0.9230769230769231,0.9230769230769231,4,0.0,G.V,1994,0.0
2,ISIC,0.30434782608695654,0.30434782608695654,4,0.0,G.V,1994,0.0
6,ISIC,0.8846153846153846,0.8846153846153846,4,0.0,G.J,1994,0.0
2,ISIC,0.41304347826086957,0.41304347826086957,4,0.0,G.J,1994,0.0
6,ISIC,0.9230769230769231,0.9230769230769231,4,0.0,G.J1,1994,0.0
2,ISIC,0.43478260869565216,0.43478260869565216,4,0.0,G.J1,1994,0.0
6,ISIC,0.11538461538461539,0.11538461538461539,4,0.0,G.Z,1994,0.0
2,ISIC,0.021739130434782608,0.021739130434782608,4,0.0,G.Z,1994,0.0
6,ISIC,0.9230769230769231,0.9230769230769231,4,0.0,G.L,1994,0.0
2,ISIC,0.391304347826087,0.391304347826087,4,0.0,G.L,1994,0.0
6,ISIC,0.8846153846153846,0.8846153846153846,4,0.0,G.R,1994,0.0
2,ISIC,0.41304347826086957,0.41304347826086957,4,0.0,G.R,1994,0.0
6,ISIC,0.8846153846153846,0.8846153846153846,4,0.0,G.R-no-gate,1994,0.0
2,ISIC,0.41304347826086957,0.41304347826086957,4,0.0,G.R-no-gate,1994,0.0
6,ISIC,0.8846153846153846,0.8846153846153846,4,0.0,G.R-identity,1994,0.0
2,ISIC,0.41304347826086957,0.41304347826086957,4,0.0,G.R-identity,1994,0.0
6,ISIC,0.8846153846153846,0.8846153846153846,4,0.0,G.R-zero-prior,1994,0.0
2,ISIC,0.41304347826086957,0.41304347826086957,4,0.0,G.R-zero-prior,1994,0.0
6,ISIC,0.8846153846153846,0.8846153846153846,4,0.0,G.L-permute,1994,0.0
2,ISIC,0.43478260869565216,0.43478260869565216,4,0.0,G.L-permute,1994,0.0
6,ISIC,0.11538461538461539,0.11538461538461539,4,0.0,G.template-0,1994,0.0
2,ISIC,0.0,0.0,4,0.0,G.template-0,1994,0.0
6,ISIC,0.07692307692307693,0.07692307692307693,4,0.0,G.template-1,1994,0.0
2,ISIC,0.15217391304347827,0.15217391304347827,4,0.0,G.template-1,1994,0.0
6,ISIC,0.9230769230769231,0.9230769230769231,4,0.0,P,1994,0.0
2,ISIC,0.43478260869565216,0.43478260869565216,4,0.0,P,1994,0.0
6,ISIC,0.8461538461538461,0.8461538461538461,4,0.0,F,1994,0.0
2,ISIC,0.3695652173913043,0.3695652173913043,4,0.0,F,1994,0.0
6,ISIC,0.8846153846153846,0.8846153846153846,4,0.0,F2,1994,0.0
2,ISIC,0.3695652173913043,0.3695652173913043,4,0.0,F2,1994,0.0
1,ISIC,0.5675675675675675,0.8378378378378378,1,0.2702702702702703,G.V,1995,0.2702702702702703
3,ISIC,0.4,0.8,1,0.4,G.V,1995,0.4
1,ISIC,0.5135135135135135,0.8648648648648649,1,0.3513513513513514,G.J,1995,0.3513513513513514
3,ISIC,0.6,0.875,1,0.275,G.J,1995,0.275
1,ISIC,0.5405405405405406,0.8378378378378378,1,0.29729729729729726,G.J1,1995,0.29729729729729726
3,ISIC,0.5,0.875,1,0.375,G.J1,1995,0.375
1,ISIC,0.40540540540540543,0.5945945945945946,1,0.1891891891891892,G.Z,1995,0.1891891891891892
3,ISIC,0.45,0.675,1,0.22500000000000003,G.Z,1995,0.22500000000000003
1,ISIC,0.4864864864864865,0.8648648648648649,1,0.3783783783783784,G.L,1995,0.3783783783783784
3,ISIC,0.65,0.875,1,0.22499999999999998,G.L,1995,0.22499999999999998
1,ISIC,0.5135135135135135,0.8648648648648649,1,0.3513513513513514,G.R,1995,0.3513513513513514
3,ISIC,0.6,0.875,1,0.275,G.R,1995,0.275
1,ISIC,0.5135135135135135,0.8648648648648649,1,0.3513513513513514,G.R-no-gate,1995,0.3513513513513514
3,ISIC,0.6,0.875,1,0.275,G.R-no-gate,1995,0.275
1,ISIC,0.5135135135135135,0.8648648648648649,1,0.3513513513513514,G.R-identity,1995,0.3513513513513514
3,ISIC,0.6,0.875,1,0.275,G.R-identity,1995,0.275
1,ISIC,0.5135135135135135,0.8648648648648649,1,0.3513513513513514,G.R-zero-prior,1995,0.3513513513513514
3,ISIC,0.6,0.875,1,0.275,G.R-zero-prior,1995,0.275
1,ISIC,0.5405405405405406,0.8648648648648649,1,0.32432432432432434,G.L-permute,1995,0.32432432432432434
3,ISIC,0.6,0.85,1,0.275,G.L-permute,1995,0.25
1,ISIC,0.43243243243243246,0.5405405405405406,1,0.10810810810810811,G.template-0,1995,0.10810810810810811
3,ISIC,0.475,0.625,1,0.15000000000000002,G.template-0,1995,0.15000000000000002
1,ISIC,0.32432432432432434,0.5945945945945946,1,0.2702702702702703,G.template-1,1995,0.2702702702702703
3,ISIC,0.425,0.75,1,0.325,G.template-1,1995,0.325
1,ISIC,0.5135135135135135,0.7837837837837838,1,0.2702702702702703,P,1995,0.2702702702702703
3,ISIC,0.325,0.875,1,0.55,P,1995,0.55
1,ISIC,0.5675675675675675,0.8648648648648649,1,0.29729729729729737,F,1995,0.29729729729729737
3,ISIC,0.45,0.85,1,0.39999999999999997,F,1995,0.39999999999999997
1,ISIC,0.5675675675675675,0.8108108108108109,1,0.2432432432432433,F2,1995,0.2432432432432433
3,ISIC,0.425,0.825,1,0.39999999999999997,F2,1995,0.39999999999999997
0,ISIC,0.75,0.7954545454545454,2,0.09090909090909094,G.V,1995,0.045454545454545414
6,ISIC,0.9230769230769231,0.9230769230769231,2,0.0,G.V,1995,0.0
0,ISIC,0.7954545454545454,0.7954545454545454,2,0.045454545454545525,G.J,1995,0.0
6,ISIC,0.8846153846153846,0.8461538461538461,2,0.0,G.J,1995,-0.038461538461538436
0,ISIC,0.7954545454545454,0.7954545454545454,2,0.045454545454545525,G.J1,1995,0.0
6,ISIC,0.8846153846153846,0.9230769230769231,2,0.03846153846153855,G.J1,1995,0.03846153846153855
0,ISIC,0.29545454545454547,0.29545454545454547,2,0.0,G.Z,1995,0.0
6,ISIC,0.11538461538461539,0.11538461538461539,2,0.0,G.Z,1995,0.0
0,ISIC,0.7954545454545454,0.7954545454545454,2,0.045454545454545525,G.L,1995,0.0
6,ISIC,0.8846153846153846,0.8461538461538461,2,0.0,G.L,1995,-0.038461538461538436
0,ISIC,0.7954545454545454,0.7954545454545454,2,0.045454545454545525,G.R,1995,0.0
6,ISIC,0.8846153846153846,0.8461538461538461,2,0.0,G.R,1995,-0.038461538461538436
0,ISIC,0.7954545454545454,0.7954545454545454,2,0.045454545454545525,G.R-no-gate,1995,0.0
6,ISIC,0.8846153846153846,0.8461538461538461,2,0.03846153846153855,G.R-no-gate,1995,-0.038461538461538436
0,ISIC,0.7954545454545454,0.7954545454545454,2,0.045454545454545525,G.R-identity,1995,0.0
6,ISIC,0.8846153846153846,0.8461538461538461,2,0.0,G.R-identity,1995,-0.038461538461538436
0,ISIC,0.7954545454545454,0.7954545454545454,2,0.045454545454545525,G.R-zero-prior,1995,0.0
6,ISIC,0.8846153846153846,0.8461538461538461,2,0.0,G.R-zero-prior,1995,-0.038461538461538436
0,ISIC,0.7727272727272727,0.7727272727272727,2,0.022727272727272707,G.L-permute,1995,0.0
6,ISIC,0.8461538461538461,0.8076923076923077,2,0.0,G.L-permute,1995,-0.038461538461538436
0,ISIC,0.25,0.25,2,0.0,G.template-0,1995,0.0
6,ISIC,0.11538461538461539,0.11538461538461539,2,0.0,G.template-0,1995,0.0
0,ISIC,0.4318181818181818,0.45454545454545453,2,0.022727272727272707,G.template-1,1995,0.022727272727272707
6,ISIC,0.07692307692307693,0.11538461538461539,2,0.038461538461538464,G.template-1,1995,0.038461538461538464
0,ISIC,0.75,0.7954545454545454,2,0.045454545454545414,P,1995,0.045454545454545414
6,ISIC,0.9230769230769231,0.9615384615384616,2,0.038461538461538436,P,1995,0.038461538461538436
0,ISIC,0.7727272727272727,0.7954545454545454,2,0.045454545454545525,F,1995,0.022727272727272707
6,ISIC,0.9230769230769231,0.8846153846153846,2,0.0,F,1995,-0.03846153846153855
0,ISIC,0.75,0.7954545454545454,2,0.045454545454545414,F2,1995,0.045454545454545414
6,ISIC,0.9230769230769231,0.9615384615384616,2,0.038461538461538436,F2,1995,0.038461538461538436
4,ISIC,0.5365853658536586,0.5609756097560976,3,0.024390243902439046,G.V,1995,0.024390243902439046
